id,fuenteId,timestamp,valor,latitud,longitud
e804,f3,2025-08-02T06:38:00,51.62,39.487075,-0.396575
e805,f3,2025-06-08T17:20:00,19.35,39.515989,-0.426202
e806,f3,2025-06-04T04:45:00,34.36,39.489391,-0.378756
e807,f3,2025-06-07T04:18:00,67.77,39.503743,-0.377047
e808,f3,2025-07-04T08:19:00,82.63,39.477614,-0.390014
e809,f1,2025-06-21T06:12:00,19.71,40.407011,-3.668634
e810,f2,2025-07-10T00:22:00,78.76,37.394903,-5.948624
e811,f2,2025-07-13T09:45:00,36.02,37.37505,-6.014441
e812,f1,2025-06-25T09:31:00,48.82,40.386107,-3.668548
e813,f3,2025-06-09T10:14:00,52.75,39.513959,-0.377753
e814,f3,2025-07-29T23:49:00,48.25,39.481179,-0.378469
e815,f3,2025-06-03T05:33:00,98.21,39.427754,-0.371448
e816,f1,2025-06-11T15:42:00,31.92,40.419696,-3.656886
e817,f1,2025-07-11T23:59:00,36.02,40.367218,-3.667254
e818,f1,2025-06-26T20:54:00,10.53,40.435665,-3.699372
e819,f3,2025-07-29T12:14:00,21.93,39.465643,-0.373116
e820,f3,2025-07-29T22:09:00,58.1,39.49394,-0.365696
e821,f2,2025-06-30T02:23:00,95.81,37.405974,-6.031893
e822,f1,2025-07-08T09:43:00,77.68,40.399633,-3.742084
e823,f3,2025-06-12T13:46:00,85.26,39.427923,-0.400076
e824,f1,2025-08-08T08:15:00,75.17,40.371846,-3.674191
e825,f3,2025-07-17T01:21:00,70.77,39.514436,-0.401721
e826,f2,2025-07-30T09:36:00,67.5,37.413523,-6.029033
e827,f3,2025-06-01T02:41:00,57.98,39.465837,-0.403843
e828,f1,2025-08-07T20:12:00,80.98,40.424215,-3.698504
e829,f3,2025-06-02T10:16:00,94.96,39.483476,-0.412171
e830,f3,2025-08-06T13:04:00,97.81,39.513494,-0.384848
e831,f1,2025-07-12T23:59:00,67.83,40.42075,-3.731559
e832,f2,2025-07-03T17:47:00,72.6,37.410482,-5.951915
e833,f3,2025-07-19T08:18:00,84.19,39.457965,-0.365307
e834,f2,2025-06-15T04:47:00,21.21,37.360774,-6.026717
e835,f2,2025-06-01T15:33:00,43.15,37.419334,-5.948224
