id,fuenteId,timestamp,valor,latitud,longitud
e557,f3,2025-06-07T11:21:00,94.24,39.475597,-0.32821
e558,f1,2025-06-08T03:44:00,50.58,40.404158,-3.693332
e559,f2,2025-07-13T09:14:00,25.84,37.402327,-6.017858
e560,f2,2025-06-25T23:54:00,47.61,37.355264,-5.978307
e561,f1,2025-06-19T07:11:00,65.49,40.378155,-3.748705
e562,f3,2025-07-07T20:34:00,87.09,39.490129,-0.347299
e563,f2,2025-07-20T10:46:00,92.88,37.347972,-5.968978
e564,f2,2025-07-12T10:08:00,73.8,37.34222,-6.002101
e565,f1,2025-06-22T10:39:00,95.6,40.454466,-3.748839
e566,f1,2025-08-08T04:48:00,63.42,40.372368,-3.745736
e567,f2,2025-08-02T09:24:00,87.63,37.347812,-5.960554
e568,f1,2025-07-14T15:57:00,64.88,40.396391,-3.694814
e569,f1,2025-06-08T07:22:00,46.75,40.413314,-3.720594
e570,f2,2025-07-05T16:55:00,22.43,37.348475,-6.021743
e571,f1,2025-06-01T23:42:00,46.23,40.458129,-3.679633
e572,f1,2025-06-29T09:08:00,53.7,40.458208,-3.723983
e573,f1,2025-07-22T08:30:00,28.55,40.418617,-3.738722
e574,f2,2025-06-19T18:44:00,44.17,37.416771,-5.95559
e575,f2,2025-06-25T17:28:00,11.43,37.429501,-5.958816
e576,f3,2025-08-04T11:09:00,19.18,39.512607,-0.346728
e577,f1,2025-06-14T17:58:00,48.52,40.377374,-3.733305
e578,f2,2025-07-05T10:32:00,66.14,37.352286,-5.989405
e579,f1,2025-06-02T18:02:00,45.22,40.408525,-3.65715
e580,f1,2025-06-13T14:06:00,92.17,40.452761,-3.665342
e581,f1,2025-06-08T07:56:00,69.46,40.414484,-3.719967
e582,f1,2025-07-07T20:46:00,16.45,40.404815,-3.739882
e583,f1,2025-06-11T20:09:00,42.44,40.434879,-3.679342
e584,f3,2025-06-03T16:26:00,53.46,39.429892,-0.391474
e585,f1,2025-06-22T12:49:00,44.77,40.430659,-3.705337
e586,f3,2025-06-06T11:46:00,49.52,39.50106,-0.410713
e587,f2,2025-07-31T00:57:00,27.07,37.39797,-6.016351
e588,f1,2025-08-04T11:23:00,14.52,40.383487,-3.685265
e589,f2,2025-07-02T19:03:00,89.65,37.416165,-5.973115
e590,f1,2025-08-04T22:02:00,78.46,40.419586,-3.663078
e591,f1,2025-06-14T04:57:00,59.95,40.388636,-3.720558
e592,f3,2025-06-19T10:32:00,18.6,39.519248,-0.402252
e593,f2,2025-07-29T09:13:00,74.53,37.399694,-6.015847
e594,f3,2025-06-23T05:00:00,27.45,39.421326,-0.390825
e595,f3,2025-07-02T19:09:00,75.62,39.450734,-0.368331
e596,f3,2025-07-01T21:01:00,79.81,39.431856,-0.374885
e597,f1,2025-07-30T22:35:00,77.26,40.374711,-3.740862
e598,f3,2025-06-01T22:54:00,48.29,39.454809,-0.418719
e599,f1,2025-08-06T09:35:00,50.81,40.384047,-3.698655
e600,f3,2025-07-23T23:58:00,35.91,39.44438,-0.41825
e601,f2,2025-06-20T04:45:00,62.51,37.355856,-6.004568
e602,f1,2025-08-04T09:30:00,66.95,40.399415,-3.717148
e603,f3,2025-06-09T15:08:00,20.6,39.469572,-0.420033
e604,f2,2025-07-21T18:15:00,33.26,37.413745,-5.960624
e605,f3,2025-06-27T11:17:00,98.9,39.437069,-0.356922
e606,f3,2025-06-23T19:36:00,25.68,39.425995,-0.38027
e607,f3,2025-07-02T05:11:00,54.77,39.429213,-0.385519
e608,f2,2025-06-30T06:39:00,54.25,37.41478,-5.96743
e609,f3,2025-06-28T03:21:00,52.35,39.514458,-0.39205
e610,f1,2025-08-01T07:33:00,89.55,40.377077,-3.723068
e611,f2,2025-06-02T14:05:00,40.15,37.409891,-5.967289
e612,f1,2025-06-22T09:37:00,12.86,40.423038,-3.690549
e613,f2,2025-07-21T17:50:00,84.68,37.368554,-5.984668
e614,f1,2025-07-18T15:29:00,70.87,40.370174,-3.731819
e615,f2,2025-07-16T11:07:00,40.51,37.388385,-6.026464
e616,f2,2025-06-30T07:57:00,87.4,37.409936,-6.027505
e617,f2,2025-06-06T17:18:00,16.09,37.392719,-6.014067
e618,f1,2025-06-16T09:20:00,49.45,40.429435,-3.667842
e619,f1,2025-07-29T03:26:00,76.17,40.424752,-3.686652
e620,f1,2025-07-26T08:27:00,45.05,40.431605,-3.707292
e621,f3,2025-08-08T05:48:00,11.04,39.465607,-0.335544
e622,f3,2025-06-25T14:51:00,90.43,39.475711,-0.340123
e623,f1,2025-06-22T17:42:00,90.32,40.393331,-3.721735
e624,f2,2025-07-19T21:40:00,49.86,37.345589,-5.941642
e625,f3,2025-07-07T07:44:00,46.13,39.454171,-0.335277
e626,f1,2025-07-20T18:36:00,10.35,40.389774,-3.676531
e627,f3,2025-07-01T23:40:00,50.1,39.468304,-0.421286
e628,f2,2025-07-11T03:46:00,53.53,37.363556,-5.949454
e629,f2,2025-06-16T14:52:00,90.56,37.426951,-6.007853
e630,f3,2025-06-09T03:39:00,22.34,39.459804,-0.352206
e631,f3,2025-07-08T12:20:00,14.11,39.473299,-0.380825
e632,f2,2025-08-07T08:10:00,35.02,37.423842,-5.997739
e633,f1,2025-07-18T21:54:00,71.89,40.380216,-3.680078
e634,f3,2025-06-20T04:13:00,62.87,39.45142,-0.39982
e635,f2,2025-07-05T01:47:00,97.5,37.397669,-5.963348
e636,f1,2025-06-06T22:09:00,73.42,40.450187,-3.661097
e637,f3,2025-07-10T18:58:00,60.14,39.439238,-0.391145
e638,f3,2025-07-06T17:51:00,54.37,39.424903,-0.420607
e639,f1,2025-06-03T15:21:00,26.36,40.391544,-3.707523
e640,f2,2025-07-16T02:05:00,29.59,37.362492,-6.028248
e641,f1,2025-06-17T05:48:00,84.98,40.414073,-3.692752
e642,f2,2025-07-08T16:33:00,70.2,37.358994,-5.982296
e643,f3,2025-06-25T11:07:00,56.14,39.514173,-0.345314
e644,f3,2025-06-19T05:14:00,97.39,39.423585,-0.331053
e645,f2,2025-07-02T22:04:00,74.31,37.401479,-5.965042
e646,f2,2025-06-25T22:29:00,40.21,37.395709,-5.958094
e647,f3,2025-07-02T23:42:00,87.26,39.434963,-0.36884
e648,f2,2025-07-21T17:20:00,68.17,37.35885,-5.985311
e649,f3,2025-07-17T15:28:00,89.86,39.442959,-0.356126
e650,f3,2025-07-18T01:15:00,14.35,39.498146,-0.349196
e651,f1,2025-07-14T21:01:00,65.36,40.371656,-3.701914
e652,f2,2025-07-28T20:27:00,23.75,37.420527,-5.93862
e653,f2,2025-06-27T10:09:00,87.35,37.428796,-6.020068
e654,f1,2025-06-20T05:26:00,77.5,40.459475,-3.669138
e655,f2,2025-07-19T04:33:00,79.42,37.360771,-6.004024
e656,f1,2025-06-28T17:49:00,47.54,40.417987,-3.661381
e657,f3,2025-08-05T13:56:00,90.95,39.482418,-0.352983
e658,f3,2025-08-04T08:59:00,55.69,39.515794,-0.423614
e659,f1,2025-08-06T22:37:00,30.76,40.416071,-3.694522
e660,f3,2025-06-24T20:48:00,67.4,39.471232,-0.392627
e661,f3,2025-06-11T00:32:00,22.31,39.492752,-0.35534
e662,f3,2025-06-22T12:42:00,62.21,39.453774,-0.421944
e663,f1,2025-07-17T01:13:00,13.59,40.445915,-3.700386
e664,f3,2025-07-06T17:56:00,70.08,39.474984,-0.34679
e665,f3,2025-07-08T13:31:00,21.41,39.463416,-0.405215
e666,f3,2025-06-02T07:25:00,94.46,39.501451,-0.421771
e667,f1,2025-08-02T14:09:00,58.98,40.441886,-3.691141
e668,f3,2025-06-03T18:40:00,10.14,39.427008,-0.416122
e669,f2,2025-08-01T00:03:00,96.01,37.36755,-5.944751
e670,f3,2025-06-29T10:22:00,22.06,39.437696,-0.366051
