id,fuenteId,timestamp,valor,latitud,longitud
e279,f3,2025-06-25T16:26:00,79.84,39.498141,-0.406708
e280,f2,2025-06-15T22:24:00,36.75,37.413099,-5.967195
e281,f2,2025-06-14T01:14:00,36.95,37.433365,-6.012659
e282,f3,2025-06-22T15:42:00,93.08,39.508247,-0.336632
e283,f2,2025-07-31T01:25:00,45.41,37.425464,-6.020092
e284,f3,2025-07-06T16:28:00,29.51,39.492507,-0.337494
e285,f2,2025-07-06T19:11:00,24.55,37.398121,-5.961107
e286,f3,2025-08-08T11:04:00,19.11,39.433858,-0.388363
e287,f3,2025-07-18T01:18:00,81.33,39.47148,-0.406055
e288,f2,2025-06-11T05:47:00,39.68,37.402273,-5.979791
e289,f1,2025-08-04T12:07:00,79.35,40.461814,-3.675882
e290,f1,2025-06-25T18:12:00,35.44,40.43059,-3.734335
e291,f2,2025-07-07T00:35:00,95.92,37.339901,-6.007148
e292,f1,2025-08-02T13:34:00,29.17,40.36971,-3.662207
e293,f1,2025-06-25T17:15:00,61.58,40.466383,-3.742352
e294,f1,2025-06-19T21:41:00,29.27,40.462821,-3.683656
e295,f1,2025-07-28T02:33:00,25.65,40.442395,-3.722483
e296,f3,2025-06-10T16:39:00,92.45,39.489579,-0.372134
e297,f3,2025-07-30T02:26:00,20.79,39.436297,-0.405669
e298,f2,2025-07-13T02:18:00,55.48,37.438664,-5.935427
e299,f2,2025-06-24T19:39:00,30.99,37.376843,-6.001337
e300,f2,2025-07-31T22:47:00,69.97,37.364942,-6.029883
e301,f2,2025-07-06T10:38:00,23.66,37.346631,-5.935006
e302,f3,2025-07-07T04:59:00,43.27,39.432335,-0.403583
e303,f3,2025-08-01T01:53:00,65.1,39.509969,-0.37024
e304,f3,2025-07-09T22:22:00,67.44,39.512228,-0.338949
e305,f1,2025-06-14T08:12:00,92.05,40.440654,-3.690192
e306,f2,2025-07-25T11:13:00,84.82,37.385054,-5.939761
e307,f3,2025-06-06T20:23:00,19.56,39.423186,-0.407877
e308,f2,2025-06-14T00:03:00,11.86,37.406786,-5.986868
e309,f2,2025-06-27T15:02:00,79.8,37.34321,-5.964829
e310,f3,2025-07-10T03:47:00,45.5,39.507605,-0.390687
e311,f2,2025-08-07T16:18:00,39.02,37.370533,-5.957935
e312,f2,2025-08-01T16:55:00,39.49,37.356352,-6.032527
e313,f2,2025-06-23T00:35:00,10.05,37.423764,-5.961089
e314,f1,2025-07-03T03:51:00,26.89,40.400107,-3.724883
e315,f2,2025-07-02T00:24:00,70.84,37.42221,-5.992403
e316,f2,2025-07-10T04:00:00,90.52,37.34402,-5.953587
e317,f2,2025-06-06T20:01:00,93.09,37.365184,-5.94257
e318,f3,2025-06-01T08:33:00,74.11,39.517621,-0.33789
e319,f2,2025-06-12T01:34:00,64.43,37.388844,-6.013592
e320,f3,2025-08-01T07:31:00,38.81,39.481952,-0.36707
e321,f1,2025-06-13T05:06:00,46.9,40.372081,-3.70385
e322,f1,2025-07-15T18:49:00,38.18,40.465884,-3.73936
e323,f1,2025-06-18T20:35:00,95.86,40.378299,-3.693181
e324,f3,2025-07-22T00:25:00,16.73,39.499348,-0.419859
e325,f2,2025-07-16T02:15:00,59.87,37.363443,-5.948382
e326,f3,2025-06-25T05:38:00,22.81,39.480597,-0.365163
e327,f2,2025-06-10T00:20:00,62.52,37.433683,-5.952082
e328,f2,2025-06-25T13:32:00,56.31,37.43741,-5.999095
e329,f3,2025-06-12T05:59:00,99.55,39.485806,-0.376104
e330,f2,2025-06-08T12:03:00,54.74,37.393067,-6.003029
e331,f3,2025-08-05T21:03:00,60.23,39.489937,-0.410705
e332,f1,2025-07-04T03:37:00,75.08,40.399591,-3.682486
e333,f2,2025-08-07T01:11:00,87.61,37.344471,-5.999171
e334,f1,2025-06-09T23:38:00,11.78,40.454091,-3.654778
e335,f2,2025-07-21T19:39:00,59.46,37.395005,-5.997826
